Time[s], Channel 0
0.000000000000000, 0
0.000013625000000, 1
0.000036375000000, 0
0.000195187500000, 1
0.000217875000000, 0
0.000234062500000, 1
0.000256812500000, 0
0.000305375000000, 1
0.000328125000000, 0
0.000389625000000, 1
0.000412375000000, 0
0.000457687500000, 1
0.000480437500000, 0
0.000516000000000, 1
0.000538750000000, 0
0.000558187500000, 1
0.000580937500000, 0
0.000613312500000, 1
0.000636000000000, 0
0.000681312500000, 1
0.000704062500000, 0
0.000862875000000, 1
0.000885562500000, 0
0.000901750000000, 1
0.000924500000000, 0
0.000973187500000, 1
0.000995750000000, 0
0.001057375000000, 1
0.001080062500000, 0
0.001125375000000, 1
0.001148187500000, 0
0.001183687500000, 1
0.001206500000000, 0
0.001225875000000, 1
0.001248625000000, 0
0.001281000000000, 1
0.001281062500000, 0
0.001281125000000, 1
0.001303687500000, 0
0.001349062500000, 1
0.001371750000000, 0
0.001530625000000, 1
0.001553250000000, 0
0.001569500000000, 1
0.001592250000000, 0
0.001640812500000, 1
0.001663500000000, 0
0.001725125000000, 1
0.001747750000000, 0
0.001793187500000, 1
0.001815875000000, 0
0.001851500000000, 1
0.001874250000000, 0
0.001893625000000, 1
0.001916375000000, 0
0.001948750000000, 1
0.001971500000000, 0
0.002016750000000, 1
0.002039562500000, 0
0.002198375000000, 1
0.002221000000000, 0
0.002237187500000, 1
0.002259937500000, 0
0.002308562500000, 1
0.002331250000000, 0
0.002392750000000, 1
0.002415562500000, 0
0.002460875000000, 1
0.002483562500000, 0
0.002519312500000, 1
0.002542000000000, 0
0.002561375000000, 1
0.002584125000000, 0
0.002616437500000, 1
0.002639125000000, 0
0.002684500000000, 1
0.002707250000000, 0
0.002866062500000, 1
0.002888750000000, 0
0.002904937500000, 1
0.002927625000000, 0
0.002976250000000, 1
0.002976312500000, 0
0.002976375000000, 1
0.002998937500000, 0
0.003060500000000, 1
0.003083250000000, 0
0.003128562500000, 1
0.003151250000000, 0
0.003186812500000, 1
0.003209625000000, 0
0.003229000000000, 1
0.003251750000000, 0
0.003284125000000, 1
0.003306812500000, 0
0.003352187500000, 1
0.003374937500000, 0
0.003533687500000, 1
0.003533750000000, 0
0.003533875000000, 1
0.003556437500000, 0
0.003572562500000, 1
0.003595312500000, 0
0.003643875000000, 1
0.003666625000000, 0
0.003728187500000, 1
0.003750812500000, 0
0.003796375000000, 1
0.003818937500000, 0
0.003854500000000, 1
0.003877312500000, 0
0.003896750000000, 1
0.003919437500000, 0
0.003951812500000, 1
0.003951875000000, 0
0.003952000000000, 1
0.003974500000000, 0
0.004019875000000, 1
0.004019937500000, 0
0.004020000000000, 1
0.004042625000000, 0
0.004201437500000, 1
0.004224062500000, 0
0.004240312500000, 1
0.004263000000000, 0
0.004311750000000, 1
0.004334250000000, 0
0.004395875000000, 1
0.004418562500000, 0
0.004460750000000, 1
0.004483375000000, 0
0.004522375000000, 1
0.004545000000000, 0
0.004564500000000, 1
0.004587125000000, 0
0.004619500000000, 1
0.004619562500000, 0
0.004619687500000, 1
0.004642250000000, 0
0.004697312500000, 1
0.004720000000000, 0
0.004878812500000, 1
0.004901500000000, 0
0.004917750000000, 1
0.004940437500000, 0
0.004989062500000, 1
0.005011750000000, 0
0.005073250000000, 1
0.005096062500000, 0
0.005141375000000, 1
0.005164125000000, 0
0.005199812500000, 1
0.005222437500000, 0
0.005241812500000, 1
0.005264562500000, 0
0.005296937500000, 1
0.005319625000000, 0
0.005365000000000, 1
0.005365062500000, 0
0.005365125000000, 1
0.005387750000000, 0
0.005546562500000, 1
0.005569250000000, 0
0.005585500000000, 1
0.005608187500000, 0
0.005656750000000, 1
0.005656812500000, 0
0.005656875000000, 1
0.005679437500000, 0
0.005741062500000, 1
0.005763750000000, 0
0.005805812500000, 1
0.005828562500000, 0
0.005867437500000, 1
0.005890125000000, 0
0.005909625000000, 1
0.005932312500000, 0
0.005964687500000, 1
