Designator,Mid X,Mid Y,Rotation,Layer
D17,9.0,67.7,270.0,top
D18,59.7,48.6375,180.0,top
D19,63.2,53.6,180.0,top
D2,131.0,85.25,90.0,top
D20,34.5,40.5,180.0,top
D21,34.5,43.5,180.0,top
D22,86.3,68.82,0.0,top
D28,96.4375,80.37,180.0,top
D3,128.0,91.0,90.0,top
D31,96.4375,83.2,180.0,top
D32,96.4375,77.12,180.0,top
D33,96.5,73.87,180.0,top
D34,109.05,22.775,180.0,top
D4,131.0,91.0,90.0,top
D5,118.5,86.0,0.0,top
D6,126.0,86.0,180.0,top
D7,36.0,19.5,270.0,top
D8,25.5,19.5,270.0,top
D9,42.0,83.5,90.0,top
F1,139.5,92.5,0.0,top
G1,152.5,37.0,90.0,top
J1,40.225,50.775,0.0,top
J2,34.5,57.25,270.0,top
J4,26.1,59.75,270.0,top
J5,89.5,85.2,0.0,top
L1,121.75,56.0,270.0,top
L2,133.8775,23.0,180.0,top
P1,25.492001,99.378,0.0,top
P18,47.5,17.925,90.0,top
P19,52.0,14.925,90.0,top
P2,52.0,17.925,90.0,top
P20,47.5,14.925,90.0,top
P3,49.4,23.925,90.0,top
P36,24.5,54.0,0.0,top
P4,28.25,55.25,0.0,top
P5,49.4,20.925,90.0,top
Q1,16.16,65.4,180.0,top
Q10,55.5,73.24,90.0,top
Q11,63.0,70.16,270.0,top
Q12,78.5,73.34,90.0,top
Q13,139.24,87.5,0.0,top
Q14,118.5,79.34,90.0,top
Q15,126.0,79.34,90.0,top
Q16,63.46,59.6,180.0,top
Q2,123.74,41.0,0.0,top
Q3,16.16,72.5,180.0,top
Q4,11.66,84.0,180.0,top
Q5,48.0,68.16,270.0,top
Q6,40.5,70.16,270.0,top
Q7,31.0,82.74,90.0,top
Q8,33.0,71.24,90.0,top
Q9,71.0,73.34,90.0,top
R1,99.0,90.5,270.0,top
R10,23.5,70.5,90.0,top
R100,64.2,49.5,0.0,top
R101,90.0,66.82,180.0,top
R102,90.0,62.32,180.0,top
R103,90.0,57.82,180.0,top
R104,90.0,53.32,180.0,top
R105,87.6,65.32,90.0,top
R106,87.6,62.22,90.0,top
R107,87.6,59.12,270.0,top
R108,87.6,56.02,270.0,top
R109,107.0,90.5,270.0,top
R11,16.5,78.825,90.0,top
R110,111.0,90.5,270.0,top
R111,105.0,90.5,270.0,top
R112,109.0,90.5,270.0,top
R113,13.975,47.7,180.0,top
R114,13.975,46.2,180.0,top
R115,13.975,44.7,180.0,top
R116,26.1,51.0,270.0,top
R117,90.0,68.32,180.0,top
R118,90.0,63.82,180.0,top
R119,90.0,59.32,180.0,top
R12,118.7,34.54998,270.0,top
R120,90.0,54.82,180.0,top
R121,20.9,35.8,270.0,top
R122,18.9,35.8,270.0,top
R123,31.025,17.7,0.0,top
R124,29.4,21.7,270.0,top
R125,32.5,21.7,270.0,top
R126,148.9,23.0,0.0,top
R127,148.9,17.8,0.0,top
R128,83.5,14.5,270.0,top
R129,87.0,14.5,270.0,top
R13,29.0,64.0,0.0,top
R130,90.5,14.5,270.0,top
R131,94.0,14.5,270.0,top
R132,97.5,14.5,270.0,top
R133,101.0,14.5,270.0,top
R134,104.5,14.5,270.0,top
R135,108.0,14.5,270.0,top
R136,111.5,14.5,270.0,top
R14,26.5,74.0,90.0,top
R15,52.5,65.0,90.0,top
R16,41.825,77.5,180.0,top
R17,68.0,65.175,90.0,top
R18,54.5,65.0,90.0,top
R19,64.825,77.5,180.0,top
R2,133.5,92.0,0.0,top
R20,75.5,65.175,90.0,top
R21,37.0,63.5,0.0,top
R22,73.5,64.0,270.0,top
R23,38.0,43.5,180.0,top
R24,113.525,42.825,90.0,top
R25,28.5,29.25,270.0,top
R26,80.8,64.5,270.0,top
R27,22.5,29.25,270.0,top
R28,68.45,44.67524,180.0,top
R29,68.45,46.17524,0.0,top
R3,37.5,29.25,270.0,top
R30,68.45,47.67524,180.0,top
R31,68.45,49.17524,0.0,top
R32,68.45,50.67524,180.0,top
R33,68.45,52.17524,0.0,top
R34,117.0,72.0,180.0,top
R35,124.5,72.0,180.0,top
R36,93.0,80.37,180.0,top
R37,68.2,36.2,270.0,top
R38,116.425,43.409999,90.0,top
R39,93.05,77.37,180.0,top
R4,34.5,29.25,270.0,top
R40,93.0,73.87,180.0,top
R41,65.8,36.2,270.0,top
R42,110.25,33.970001,270.0,top
R43,93.0,83.2,180.0,top
R44,34.25,36.095,90.0,top
R45,55.0,10.175,90.0,top
R46,50.45,55.6375,270.0,top
R47,56.45,55.6375,270.0,top
R48,56.45,41.8875,90.0,top
R49,50.45,41.8875,90.0,top
R5,68.45,41.67524,180.0,top
R50,51.95,55.6375,90.0,top
R51,57.95,55.6375,90.0,top
R52,57.95,41.8875,270.0,top
R53,51.95,41.8875,270.0,top
R54,24.5,51.0,90.0,top
R55,38.75,36.095,90.0,top
R56,39.2,25.3,90.0,top
R57,76.0,90.5,270.0,top
R58,81.0,90.5,270.0,top
R59,88.5,90.549999,270.0,top
R6,68.45,43.17524,0.0,top
R60,36.8,25.3,90.0,top
R61,73.5,90.5,270.0,top
R62,94.0,90.5,270.0,top
R63,86.0,90.5,270.0,top
R64,96.5,90.5,270.0,top
R65,101.0,90.5,270.0,top
R66,103.0,90.5,270.0,top
R67,78.5,90.5,270.0,top
R68,119.5,90.5,270.0,top
R69,125.0,90.5,270.0,top
R7,31.5,29.25,270.0,top
R70,42.5,90.5,270.0,top
R71,27.3,90.5,270.0,top
R72,15.5,90.5,270.0,top
R73,34.8,90.5,270.0,top
R74,19.5,90.5,270.0,top
R75,58.0,90.5,270.0,top
R76,62.0,90.5,270.0,top
R77,54.0,90.5,270.0,top
R78,50.0,90.5,270.0,top
R79,46.5,90.5,270.0,top
R8,25.5,29.25,270.0,top
R80,56.25,31.08,90.0,top
R81,52.0,22.83,90.0,top
R82,43.5,15.9,270.0,top
R83,50.095,11.925,180.0,top
R84,38.5,90.5,270.0,top
R85,31.0,90.5,270.0,top
R86,23.5,90.5,270.0,top
R87,66.0,90.5,270.0,top
R88,83.5,90.5,270.0,top
R89,115.5,90.5,270.0,top
R9,38.0,40.5,0.0,top
R91,91.1,90.5,270.0,top
R92,34.4,25.4,90.0,top
R93,32.0,25.4,90.0,top
R94,23.6,63.1,90.0,top
R95,26.6,24.5,90.0,top
R96,24.1,24.5,90.0,top
R97,64.1,42.0,0.0,top
R98,64.1,44.5,0.0,top
R99,64.2,47.0,0.0,top
S7,16.6,51.3,180.0,top
S8,16.6,54.8,180.0,top
U1,63.5,20.25,0.0,top
U2,102.5,75.57,90.0,top
U3,150.84,81.5,0.0,top
U4,30.75,13.0,180.0,top
U5,150.4,75.5625,90.0,top
U6,54.25,48.75,90.0,top
U7,25.25,43.5,0.0,top
U8,13.1,23.2,0.0,top
Y1,11.2,36.45,90.0,top
Y2,50.8,29.465,0.0,top
